"Simbolo","Probabilidad","Informacion"
"(broadcast, IP)","0.005966666666666667","7.38885910300635"
"(broadcast, ARP)","0.012383333333333333","6.33545647973201"
"(unicast, IPv6)","0.009183333333333333","6.766766371699449"
"(unicast, ARP)","0.0010666666666666667","9.872674880270607"
"(unicast, IP)","0.9712666666666666","0.04206064490776641"
"(unicast, EAPOL)","0.00013333333333333334","12.872674880270607"
"Entropia de la fuente","0.23778171213580052"
"Entropia Máxima","2.584962500721156"
