"Simbolo","Probabilidad","Informacion"
"169.254.24.222","5e-05","14.287712379549449"
"10.2.203.76","1.6666666666666667e-05","15.872674880270607"
"10.2.203.70","3.3333333333333335e-05","14.872674880270607"
"10.2.203.78","0.00013333333333333334","12.872674880270607"
"10.2.0.249","0.0004166666666666667","11.228818690495881"
"10.2.200.100","1.6666666666666667e-05","15.872674880270607"
"10.2.200.101","0.0009166666666666666","10.091315166745947"
"10.2.200.102","0.0001","13.287712379549449"
"10.2.200.103","1.6666666666666667e-05","15.872674880270607"
"10.2.200.107","3.3333333333333335e-05","14.872674880270607"
"10.2.6.250","0.00035","11.480357457491845"
"10.2.201.190","3.3333333333333335e-05","14.872674880270607"
"10.2.201.191","1.6666666666666667e-05","15.872674880270607"
"10.2.201.195","1.6666666666666667e-05","15.872674880270607"
"10.2.201.210","8.333333333333333e-05","13.550746785383243"
"10.2.201.199","3.3333333333333335e-05","14.872674880270607"
"10.2.201.214","1.6666666666666667e-05","15.872674880270607"
"10.2.201.216","8.333333333333333e-05","13.550746785383243"
"10.2.202.72","1.6666666666666667e-05","15.872674880270607"
"10.2.202.77","3.3333333333333335e-05","14.872674880270607"
"10.2.202.75","1.6666666666666667e-05","15.872674880270607"
"10.2.202.78","0.0002666666666666667","11.872674880270607"
"10.2.202.102","0.00015","12.702749878828293"
"10.2.203.160","3.3333333333333335e-05","14.872674880270607"
"10.2.203.165","0.00013333333333333334","12.872674880270607"
"10.2.203.169","1.6666666666666667e-05","15.872674880270607"
"10.2.3.5","0.00028333333333333335","11.785212039020266"
"10.2.200.202","1.6666666666666667e-05","15.872674880270607"
"10.2.203.184","0.00025","11.965784284662087"
"169.254.137.12","0.0001","13.287712379549449"
"10.2.201.101","1.6666666666666667e-05","15.872674880270607"
"10.2.201.103","0.00018333333333333334","12.413243261633308"
"10.2.201.76","0.0002666666666666667","11.872674880270607"
"10.2.202.216","1.6666666666666667e-05","15.872674880270607"
"10.2.202.197","1.6666666666666667e-05","15.872674880270607"
"10.2.202.196","0.0002","12.28771237954945"
"10.2.203.111","1.6666666666666667e-05","15.872674880270607"
"10.2.202.199","0.00048333333333333334","11.014693885143034"
"10.2.203.140","0.00016666666666666666","12.550746785383243"
"169.254.34.219","1.6666666666666667e-05","15.872674880270607"
"10.2.203.147","3.3333333333333335e-05","14.872674880270607"
"10.2.6.4","0.00036666666666666667","11.413243261633308"
"10.2.2.249","8.333333333333333e-05","13.550746785383243"
"10.2.201.65","1.6666666666666667e-05","15.872674880270607"
"10.2.0.67","0.0041","7.930160374931366"
"10.2.0.201","1.6666666666666667e-05","15.872674880270607"
"10.2.0.200","0.0001","13.287712379549449"
"10.2.202.30","1.6666666666666667e-05","15.872674880270607"
"10.2.200.75","6.666666666666667e-05","13.872674880270607"
"10.2.0.68","0.0022","8.828280760912152"
"10.2.200.70","5e-05","14.287712379549449"
"10.2.202.39","1.6666666666666667e-05","15.872674880270607"
"10.2.202.37","1.6666666666666667e-05","15.872674880270607"
"10.2.202.36","1.6666666666666667e-05","15.872674880270607"
"10.2.202.32","1.6666666666666667e-05","15.872674880270607"
"10.2.0.64","0.0041333333333333335","7.918478569883731"
"10.2.0.65","0.004033333333333333","7.953811642996011"
"10.2.0.185","0.0018","9.117787378107138"
"10.2.202.149","0.0004","11.287712379549449"
"10.2.203.8","5e-05","14.287712379549449"
"10.2.203.9","5e-05","14.287712379549449"
"10.2.200.159","6.666666666666667e-05","13.872674880270607"
"10.2.203.7","3.3333333333333335e-05","14.872674880270607"
"10.2.0.186","0.0017833333333333334","9.131207893869458"
"10.2.201.0","1.6666666666666667e-05","15.872674880270607"
"10.2.201.1","1.6666666666666667e-05","15.872674880270607"
"10.2.7.21","0.00038333333333333334","11.349112924213594"
"10.2.201.140","0.0024","8.702749878828294"
"10.2.201.220","0.00015","12.702749878828293"
"10.2.7.25","0.0002666666666666667","11.872674880270607"
"10.2.201.227","1.6666666666666667e-05","15.872674880270607"
"169.254.106.82","1.6666666666666667e-05","15.872674880270607"
"10.2.203.159","1.6666666666666667e-05","15.872674880270607"
"10.2.203.151","3.3333333333333335e-05","14.872674880270607"
"10.2.203.152","8.333333333333333e-05","13.550746785383243"
"10.2.203.155","0.0002666666666666667","11.872674880270607"
"10.2.203.157","1.6666666666666667e-05","15.872674880270607"
"10.2.2.250","0.0026333333333333334","8.568894132093503"
"10.2.2.254","0.00016666666666666666","12.550746785383243"
"10.2.0.181","0.0017666666666666666","9.144754425707406"
"10.2.2.1","0.00038333333333333334","11.349112924213594"
"10.2.7.16","0.0003333333333333333","11.550746785383243"
"10.2.7.17","0.00035","11.480357457491845"
"10.2.7.14","0.00035","11.480357457491845"
"10.2.7.15","0.00036666666666666667","11.413243261633308"
"10.2.7.12","0.0004","11.287712379549449"
"10.2.7.13","0.00035","11.480357457491845"
"10.2.7.10","0.00038333333333333334","11.349112924213594"
"10.2.7.11","0.00035","11.480357457491845"
"10.2.5.14","1.6666666666666667e-05","15.872674880270607"
"10.2.5.15","1.6666666666666667e-05","15.872674880270607"
"10.2.5.16","0.0003","11.702749878828293"
"10.2.5.17","0.0004","11.287712379549449"
"10.2.201.130","5e-05","14.287712379549449"
"10.2.201.131","0.00028333333333333335","11.785212039020266"
"10.2.7.18","0.00031666666666666665","11.624747366827021"
"10.2.7.19","0.0003333333333333333","11.550746785383243"
"10.2.4.22","6.666666666666667e-05","13.872674880270607"
"10.2.4.23","0.0003333333333333333","11.550746785383243"
"10.2.4.21","6.666666666666667e-05","13.872674880270607"
"10.2.4.24","0.00038333333333333334","11.349112924213594"
"10.2.202.245","0.00018333333333333334","12.413243261633308"
"10.2.202.247","5e-05","14.287712379549449"
"10.2.201.121","0.00016666666666666666","12.550746785383243"
"10.2.202.243","0.00021666666666666666","12.172235162129516"
"10.2.201.120","0.00011666666666666667","13.065319958213003"
"10.2.200.189","0.0001","13.287712379549449"
"10.2.3.10","0.0002666666666666667","11.872674880270607"
"10.2.2.3","0.00028333333333333335","11.785212039020266"
"10.2.203.44","0.00011666666666666667","13.065319958213003"
"10.2.203.47","1.6666666666666667e-05","15.872674880270607"
"169.254.245.92","3.3333333333333335e-05","14.872674880270607"
"10.2.201.52","1.6666666666666667e-05","15.872674880270607"
"10.2.201.172","0.00011666666666666667","13.065319958213003"
"10.2.201.174","0.00015","12.702749878828293"
"10.2.0.20","0.0003","11.702749878828293"
"10.2.201.59","0.00025","11.965784284662087"
"10.2.200.117","1.6666666666666667e-05","15.872674880270607"
"10.2.200.116","1.6666666666666667e-05","15.872674880270607"
"169.254.243.211","0.00023333333333333333","12.065319958213003"
"10.2.202.63","1.6666666666666667e-05","15.872674880270607"
"10.2.202.64","5e-05","14.287712379549449"
"10.2.202.114","0.00015","12.702749878828293"
"10.2.202.116","1.6666666666666667e-05","15.872674880270607"
"10.2.3.230","0.00013333333333333334","12.872674880270607"
"10.2.202.113","0.0001","13.287712379549449"
"10.2.1.18","0.0003","11.702749878828293"
"10.2.1.19","0.00035","11.480357457491845"
"10.2.1.10","0.00021666666666666666","12.172235162129516"
"10.2.1.11","0.00038333333333333334","11.349112924213594"
"10.2.1.12","0.00036666666666666667","11.413243261633308"
"10.2.1.13","0.0002","12.28771237954945"
"10.2.1.14","0.00035","11.480357457491845"
"10.2.1.15","0.00021666666666666666","12.172235162129516"
"10.2.1.16","0.0003333333333333333","11.550746785383243"
"10.2.1.17","0.00031666666666666665","11.624747366827021"
"10.2.200.37","1.6666666666666667e-05","15.872674880270607"
"10.2.201.225","1.6666666666666667e-05","15.872674880270607"
"10.2.200.236","1.6666666666666667e-05","15.872674880270607"
"10.2.200.234","0.0003333333333333333","11.550746785383243"
"10.2.6.20","0.00018333333333333334","12.413243261633308"
"10.2.6.21","0.00035","11.480357457491845"
