"Simbolo","Probabilidad","Informacion"
"10.2.6.22","0.00038333333333333334","11.349112924213594"
"10.2.6.23","0.0003333333333333333","11.550746785383243"
"10.2.201.87","0.00011666666666666667","13.065319958213003"
"10.2.201.86","0.00021666666666666666","12.172235162129516"
"10.2.202.209","5e-05","14.287712379549449"
"10.2.202.207","5e-05","14.287712379549449"
"10.2.203.104","0.0006166666666666666","10.663221514641656"
"10.2.203.102","3.3333333333333335e-05","14.872674880270607"
"10.2.203.100","1.6666666666666667e-05","15.872674880270607"
"10.2.200.192","1.6666666666666667e-05","15.872674880270607"
"10.2.201.184","0.00115","9.764150423492437"
"10.2.203.109","0.0001","13.287712379549449"
"10.2.203.85","1.6666666666666667e-05","15.872674880270607"
"10.2.203.86","0.00018333333333333334","12.413243261633308"
"10.2.203.80","3.3333333333333335e-05","14.872674880270607"
"10.2.203.83","1.6666666666666667e-05","15.872674880270607"
"10.2.2.20","0.00038333333333333334","11.349112924213594"
"10.2.2.21","0.00031666666666666665","11.624747366827021"
"10.2.200.194","1.6666666666666667e-05","15.872674880270607"
"10.2.201.18","0.00016666666666666666","12.550746785383243"
"10.2.201.19","0.0002666666666666667","11.872674880270607"
"10.2.5.23","0.00035","11.480357457491845"
"10.2.5.22","5e-05","14.287712379549449"
"10.2.201.12","1.6666666666666667e-05","15.872674880270607"
"10.2.201.16","5e-05","14.287712379549449"
"10.2.201.183","0.0002","12.28771237954945"
"10.2.203.15","0.00016666666666666666","12.550746785383243"
"10.2.203.18","6.666666666666667e-05","13.872674880270607"
"169.254.255.255","0.0014666666666666667","9.413243261633308"
"10.2.202.27","1.6666666666666667e-05","15.872674880270607"
"10.2.4.254","0.00011666666666666667","13.065319958213003"
"10.2.202.21","0.00015","12.702749878828293"
"10.2.202.23","3.3333333333333335e-05","14.872674880270607"
"10.2.202.157","3.3333333333333335e-05","14.872674880270607"
"10.2.0.8","0.00031666666666666665","11.624747366827021"
"10.2.0.7","0.0003","11.702749878828293"
"10.2.0.3","0.0003","11.702749878828293"
"10.2.0.2","0.00023333333333333333","12.065319958213003"
"10.2.0.1","5e-05","14.287712379549449"
"10.2.200.168","1.6666666666666667e-05","15.872674880270607"
"10.2.2.9","0.00023333333333333333","12.065319958213003"
"10.2.2.8","0.0002666666666666667","11.872674880270607"
"10.2.2.5","0.0004","11.287712379549449"
"10.2.2.4","0.0002","12.28771237954945"
"10.2.2.7","0.00028333333333333335","11.785212039020266"
"10.2.2.6","0.00036666666666666667","11.413243261633308"
"10.2.200.166","1.6666666666666667e-05","15.872674880270607"
"10.2.200.167","0.00035","11.480357457491845"
"10.2.200.164","0.00015","12.702749878828293"
"10.2.2.2","0.00015","12.702749878828293"
"10.2.4.9","0.00035","11.480357457491845"
"10.2.4.8","0.0003333333333333333","11.550746785383243"
"10.2.4.3","0.00023333333333333333","12.065319958213003"
"10.2.4.2","0.00036666666666666667","11.413243261633308"
"10.2.4.1","8.333333333333333e-05","13.550746785383243"
"10.2.4.7","3.3333333333333335e-05","14.872674880270607"
"10.2.4.5","1.6666666666666667e-05","15.872674880270607"
"10.2.4.4","0.0003","11.702749878828293"
"10.2.200.97","0.00021666666666666666","12.172235162129516"
"10.2.201.231","0.00028333333333333335","11.785212039020266"
"10.2.200.93","1.6666666666666667e-05","15.872674880270607"
"10.2.201.235","0.00018333333333333334","12.413243261633308"
"10.2.201.234","1.6666666666666667e-05","15.872674880270607"
"10.2.201.239","0.00013333333333333334","12.872674880270607"
"10.2.202.94","3.3333333333333335e-05","14.872674880270607"
"10.2.202.97","0.0001","13.287712379549449"
"10.2.6.9","0.0004","11.287712379549449"
"10.2.6.8","0.00015","12.702749878828293"
"10.2.202.121","1.6666666666666667e-05","15.872674880270607"
"10.2.6.1","0.00035","11.480357457491845"
"10.2.203.142","1.6666666666666667e-05","15.872674880270607"
"10.2.6.3","0.0003333333333333333","11.550746785383243"
"10.2.6.2","0.0003333333333333333","11.550746785383243"
"10.2.6.5","0.00036666666666666667","11.413243261633308"
"10.2.3.249","0.00011666666666666667","13.065319958213003"
"10.2.6.7","0.00036666666666666667","11.413243261633308"
"10.2.6.6","0.00036666666666666667","11.413243261633308"
"10.2.1.21","0.00031666666666666665","11.624747366827021"
"10.2.1.20","0.00036666666666666667","11.413243261633308"
"10.2.1.22","0.00015","12.702749878828293"
"10.2.200.64","0.00011666666666666667","13.065319958213003"
"10.2.0.198","0.003916666666666666","7.996157933705606"
"10.2.5.24","0.00038333333333333334","11.349112924213594"
"10.2.7.23","0.00036666666666666667","11.413243261633308"
"10.2.7.22","0.00035","11.480357457491845"
"10.2.0.191","0.003916666666666666","7.996157933705606"
"10.2.7.20","0.00023333333333333333","12.065319958213003"
"10.2.0.195","0.0041333333333333335","7.918478569883731"
"10.2.7.24","0.00028333333333333335","11.785212039020266"
"10.2.6.19","0.0003","11.702749878828293"
"10.2.6.18","0.0002666666666666667","11.872674880270607"
"10.2.6.11","0.00035","11.480357457491845"
"10.2.6.10","0.0003","11.702749878828293"
"10.2.6.13","0.0003","11.702749878828293"
"10.2.6.12","0.0003","11.702749878828293"
"10.2.6.15","0.00028333333333333335","11.785212039020266"
"10.2.6.14","0.00038333333333333334","11.349112924213594"
"10.2.6.17","0.0002666666666666667","11.872674880270607"
"10.2.6.16","0.0003","11.702749878828293"
"10.2.0.184","0.0015333333333333334","9.349112924213593"
"10.2.201.51","1.6666666666666667e-05","15.872674880270607"
"10.2.4.19","0.00031666666666666665","11.624747366827021"
"10.2.4.18","0.00036666666666666667","11.413243261633308"
"10.2.4.17","5e-05","14.287712379549449"
"10.2.4.16","0.0002","12.28771237954945"
"10.2.4.15","3.3333333333333335e-05","14.872674880270607"
"10.2.4.14","0.00036666666666666667","11.413243261633308"
"10.2.4.13","0.00036666666666666667","11.413243261633308"
"10.2.4.12","0.00036666666666666667","11.413243261633308"
"10.2.4.11","0.00035","11.480357457491845"
"10.2.4.10","0.00035","11.480357457491845"
"10.2.3.8","0.00023333333333333333","12.065319958213003"
"10.2.0.187","0.0017833333333333334","9.131207893869458"
"10.2.202.237","0.0001","13.287712379549449"
"10.2.5.19","0.00035","11.480357457491845"
"10.2.200.199","1.6666666666666667e-05","15.872674880270607"
"10.2.0.182","0.0017333333333333333","9.172235162129514"
"10.2.203.57","0.00016666666666666666","12.550746785383243"
"10.2.0.183","0.0018166666666666667","9.10449055549368"
"10.2.203.53","0.0004166666666666667","11.228818690495881"
"10.2.203.51","1.6666666666666667e-05","15.872674880270607"
"10.2.2.15","0.0003","11.702749878828293"
"10.2.2.14","0.00018333333333333334","12.413243261633308"
"10.2.2.17","0.00021666666666666666","12.172235162129516"
"10.2.2.16","0.00011666666666666667","13.065319958213003"
"10.2.2.11","0.00038333333333333334","11.349112924213594"
"10.2.2.10","0.00028333333333333335","11.785212039020266"
"10.2.2.13","0.0003333333333333333","11.550746785383243"
"10.2.2.12","0.00011666666666666667","13.065319958213003"
"10.2.2.19","0.00025","11.965784284662087"
"10.2.2.18","0.0002666666666666667","11.872674880270607"
"10.2.7.250","0.00015","12.702749878828293"
"169.254.245.49","6.666666666666667e-05","13.872674880270607"
"10.2.203.29","6.666666666666667e-05","13.872674880270607"
"10.2.203.28","1.6666666666666667e-05","15.872674880270607"
"10.2.203.23","3.3333333333333335e-05","14.872674880270607"
"10.2.203.22","8.333333333333333e-05","13.550746785383243"
"10.2.200.124","1.6666666666666667e-05","15.872674880270607"
"10.2.200.122","0.00145","9.429731384421878"
"10.2.200.120","3.3333333333333335e-05","14.872674880270607"
"10.2.200.53","3.3333333333333335e-05","14.872674880270607"
"10.2.202.164","0.00015","12.702749878828293"
"10.2.203.21","0.00036666666666666667","11.413243261633308"
"10.2.202.166","1.6666666666666667e-05","15.872674880270607"
"10.2.0.19","0.00035","11.480357457491845"
"10.2.203.25","1.6666666666666667e-05","15.872674880270607"
"10.2.200.20","1.6666666666666667e-05","15.872674880270607"
"10.2.0.10","8.333333333333333e-05","13.550746785383243"
"10.2.0.17","5e-05","14.287712379549449"
"10.2.0.16","0.0003333333333333333","11.550746785383243"
"10.2.200.28","8.333333333333333e-05","13.550746785383243"
"10.2.0.14","0.00023333333333333333","12.065319958213003"
"10.2.200.221","1.6666666666666667e-05","15.872674880270607"
"10.2.200.223","1.6666666666666667e-05","15.872674880270607"
"10.2.200.224","1.6666666666666667e-05","15.872674880270607"
"10.2.200.227","1.6666666666666667e-05","15.872674880270607"
"10.2.201.92","1.6666666666666667e-05","15.872674880270607"
"10.2.201.166","1.6666666666666667e-05","15.872674880270607"
"10.2.201.242","1.6666666666666667e-05","15.872674880270607"
"10.2.201.99","1.6666666666666667e-05","15.872674880270607"
"10.2.201.246","1.6666666666666667e-05","15.872674880270607"
"10.2.201.247","3.3333333333333335e-05","14.872674880270607"
"10.2.203.132","6.666666666666667e-05","13.872674880270607"
"10.2.203.170","0.00023333333333333333","12.065319958213003"
"10.2.203.131","0.00035","11.480357457491845"
"10.2.203.134","0.00013333333333333334","12.872674880270607"
"10.2.203.135","0.00013333333333333334","12.872674880270607"
"10.2.203.254","0.044566666666666664","4.487891130177253"
"10.2.200.253","0.0001","13.287712379549449"
"10.2.201.21","1.6666666666666667e-05","15.872674880270607"
"10.2.1.250","5e-05","14.287712379549449"
"10.2.203.67","0.0001","13.287712379549449"
"10.2.203.68","0.00011666666666666667","13.065319958213003"
"10.2.200.85","1.6666666666666667e-05","15.872674880270607"
"10.2.203.98","6.666666666666667e-05","13.872674880270607"
"10.2.201.127","8.333333333333333e-05","13.550746785383243"
"10.2.203.90","1.6666666666666667e-05","15.872674880270607"
"10.2.203.127","0.0001","13.287712379549449"
"10.2.203.94","0.00036666666666666667","11.413243261633308"
"10.2.202.17","1.6666666666666667e-05","15.872674880270607"
"10.2.3.9","0.00025","11.965784284662087"
"10.2.0.254","0.007416666666666667","7.075013354416845"
"10.2.200.173","1.6666666666666667e-05","15.872674880270607"
"10.2.200.178","0.00045","11.117787378107138"
"10.2.202.5","3.3333333333333335e-05","14.872674880270607"
"10.2.202.7","0.0001","13.287712379549449"
"10.2.202.1","1.6666666666666667e-05","15.872674880270607"
"10.2.202.0","1.6666666666666667e-05","15.872674880270607"
"10.2.201.209","1.6666666666666667e-05","15.872674880270607"
"10.2.201.204","1.6666666666666667e-05","15.872674880270607"
"10.2.201.202","0.0013166666666666667","9.568894132093504"
"10.2.200.78","0.0002666666666666667","11.872674880270607"
"10.2.200.87","1.6666666666666667e-05","15.872674880270607"
"10.2.3.250","0.0003","11.702749878828293"
"10.2.200.89","1.6666666666666667e-05","15.872674880270607"
"10.2.3.254","5e-05","14.287712379549449"
"10.2.202.132","3.3333333333333335e-05","14.872674880270607"
"10.2.202.131","0.00023333333333333333","12.065319958213003"
"10.2.202.138","1.6666666666666667e-05","15.872674880270607"
"10.2.201.123","3.3333333333333335e-05","14.872674880270607"
"10.2.203.195","1.6666666666666667e-05","15.872674880270607"
"10.2.203.193","6.666666666666667e-05","13.872674880270607"
"10.2.201.113","1.6666666666666667e-05","15.872674880270607"
"10.2.201.116","0.00015","12.702749878828293"
"10.2.201.64","3.3333333333333335e-05","14.872674880270607"
"10.2.202.59","0.00015","12.702749878828293"
"10.2.202.189","0.00025","11.965784284662087"
"10.2.6.24","0.00028333333333333335","11.785212039020266"
"10.2.202.224","0.00013333333333333334","12.872674880270607"
"10.2.202.181","1.6666666666666667e-05","15.872674880270607"
"10.2.202.187","1.6666666666666667e-05","15.872674880270607"
"169.254.9.72","8.333333333333333e-05","13.550746785383243"
"10.2.202.156","1.6666666666666667e-05","15.872674880270607"
"10.2.203.39","1.6666666666666667e-05","15.872674880270607"
"10.2.203.30","1.6666666666666667e-05","15.872674880270607"
"10.2.203.31","1.6666666666666667e-05","15.872674880270607"
"10.2.200.132","1.6666666666666667e-05","15.872674880270607"
"10.2.202.48","1.6666666666666667e-05","15.872674880270607"
"10.2.200.48","0.0001","13.287712379549449"
"10.2.1.2","0.0002666666666666667","11.872674880270607"
"10.2.1.3","0.00038333333333333334","11.349112924213594"
"10.2.1.1","0.00036666666666666667","11.413243261633308"
"10.2.1.6","0.00036666666666666667","11.413243261633308"
"10.2.1.7","0.00035","11.480357457491845"
"10.2.1.4","8.333333333333333e-05","13.550746785383243"
"10.2.1.5","0.00035","11.480357457491845"
"10.2.1.8","0.00031666666666666665","11.624747366827021"
"10.2.1.9","0.00036666666666666667","11.413243261633308"
"10.2.202.175","0.00011666666666666667","13.065319958213003"
"10.2.3.1","0.00028333333333333335","11.785212039020266"
"10.2.3.2","0.00036666666666666667","11.413243261633308"
"10.2.3.3","0.00025","11.965784284662087"
"10.2.3.4","0.00025","11.965784284662087"
"10.2.200.149","3.3333333333333335e-05","14.872674880270607"
"10.2.3.6","0.0004333333333333333","11.172235162129514"
"10.2.3.7","0.00036666666666666667","11.413243261633308"
"10.2.200.144","1.6666666666666667e-05","15.872674880270607"
"10.2.200.145","6.666666666666667e-05","13.872674880270607"
"10.2.200.146","1.6666666666666667e-05","15.872674880270607"
"10.2.5.8","5e-05","14.287712379549449"
"10.2.5.6","5e-05","14.287712379549449"
"10.2.5.7","1.6666666666666667e-05","15.872674880270607"
"10.2.5.4","6.666666666666667e-05","13.872674880270607"
"10.2.5.2","5e-05","14.287712379549449"
"10.2.5.1","5e-05","14.287712379549449"
"10.2.200.161","1.6666666666666667e-05","15.872674880270607"
"10.2.201.157","0.00018333333333333334","12.413243261633308"
"10.2.201.154","5e-05","14.287712379549449"
"10.2.201.250","1.6666666666666667e-05","15.872674880270607"
"10.2.201.252","0.00031666666666666665","11.624747366827021"
"10.2.7.8","0.00036666666666666667","11.413243261633308"
"10.2.7.9","0.00028333333333333335","11.785212039020266"
"10.2.7.4","0.00035","11.480357457491845"
"10.2.7.5","0.0002666666666666667","11.872674880270607"
"10.2.7.6","0.0004","11.287712379549449"
"10.2.7.7","0.00031666666666666665","11.624747366827021"
"10.2.7.1","0.00023333333333333333","12.065319958213003"
"10.2.7.2","0.0004166666666666667","11.228818690495881"
"10.2.7.3","0.00036666666666666667","11.413243261633308"
"10.2.200.248","6.666666666666667e-05","13.872674880270607"
"10.2.201.36","5e-05","14.287712379549449"
"10.2.201.39","1.6666666666666667e-05","15.872674880270607"
"10.2.202.253","8.333333333333333e-05","13.550746785383243"
"10.2.202.250","0.00028333333333333335","11.785212039020266"
"Entropia de la fuente","6.103986106931167"
"Entropia Máxima","8.665335917185176"
