"Simbolo","Probabilidad","Informacion"
"(broadcast, IP)","0.013333333333333334","6.22881869049588"
"(broadcast, ARP)","0.07236666666666666","3.788530869655461"
"(unicast, IPv6)","0.009283333333333333","6.751141362930574"
"(unicast, ARP)","0.002416666666666667","8.69276579025567"
"(unicast, IP)","0.9025666666666666","0.14789459655267823"
"(unicast, EAPOL)","3.3333333333333335e-05","14.872674880270607"
"Entropia de la fuente","0.5748753683109066"
"Entropia Máxima","2.584962500721156"
