"Simbolo","Probabilidad","Informacion"
"(broadcast, IP)","0.0002","12.28771237954945"
"(broadcast, ARP)","0.0005833333333333334","10.74339186332564"
"(unicast, IPv6)","0.4695","1.0908029370083125"
"(unicast, IP)","0.52925","0.9179787306544978"
"(unicast, ARP)","0.00046666666666666666","11.065319958213001"
"Entropia de la fuente","1.0118605591676448"
"Entropia Máxima","2.321928094887362"
