"(unicast, TCP)","0.77385"
"(unicast, ICMPv6 Neighbor Discovery - Router Advertisement)","0.0004166666666666667"
"(broadcast, ARP)","0.07236666666666666"
"(broadcast, UDP)","0.013333333333333334"
"(unicast, Raw)","0.005016666666666667"
"(unicast, ARP)","0.002416666666666667"
"(unicast, ICMPv6 Neighbor Discovery - Router Solicitation)","0.00405"
"(unicast, ICMPv6 Neighbor Discovery - Neighbor Solicitation)","0.00018333333333333334"
"(unicast, UDP)","0.12611666666666665"
"(unicast, EAPOL)","3.3333333333333335e-05"
"(unicast, IPv6 Extension Header - Hop-by-Hop Options Header)","0.00028333333333333335"
"(unicast, ICMP)","0.0019333333333333333"
"entropy","1.139909888374189"
