"(0.0.0.0, 192.168.0.106)","7.493630414147974e-05"
"(192.168.0.107, 192.168.0.1)","0.005070689913573462"
"(192.168.0.111, 192.168.0.1)","0.004895838537243343"
"(192.168.0.103, 192.168.0.103)","9.991507218863965e-05"
"(192.168.0.106, 192.168.0.106)","2.4978768047159912e-05"
"(192.168.0.1, 192.168.0.111)","0.004795923465054704"
"(192.168.0.1, 192.168.0.105)","0.0001748513763301194"
"(192.168.0.111, 192.168.0.106)","2.4978768047159912e-05"
"(192.168.0.1, 192.168.0.113)","0.00022480891242443923"
"(192.168.0.1, 192.168.0.101)","0.0005245541289903582"
"(192.168.0.1, 192.168.0.107)","2.4978768047159912e-05"
"(192.168.0.106, 192.168.0.1)","0.02338012689214168"
"(192.168.0.1, 192.168.0.108)","4.9957536094319825e-05"
"(0.0.0.0, 192.168.0.107)","0.000299745216565919"
"(192.168.0.113, 192.168.0.1)","4.9957536094319825e-05"
"(192.168.0.1, 192.168.0.110)","0.00027476644851875904"
"(192.168.0.106, 192.168.0.111)","2.4978768047159912e-05"
"(192.168.0.105, 192.168.0.1)","0.002098216515961433"
"(192.168.0.1, 192.168.0.102)","2.4978768047159912e-05"
"(192.168.0.106, 192.168.0.113)","0.0001498726082829595"
"(192.168.0.103, 192.168.0.1)","7.493630414147974e-05"
"(192.168.0.1, 192.168.0.106)","0.0010990657940750362"
"(192.168.0.1, 192.168.0.104)","0.0022980466603387123"
"(192.168.0.108, 192.168.0.1)","2.4978768047159912e-05"
"(192.168.0.1, 192.168.0.100)","7.493630414147974e-05"
"entropy","0.3168897781569708"
